OrderDate,RequiredDate,ShippedDate,OrderFreight,OrderShipName,OrderShipAddress,OrderShipCity,OrderShipRegion,OrderShipPostalCode,OrderShipCountry,OrderUnitPrice,OrderQuantity,OrderDiscount,shippercompanyname,ShipperPhone,ProductName,QuantityPerUnitOfProduct,UnitPriceOfProduct,UnitsInStockOfProduct,UnitsOnOrderOfProduct,ProductReorderLevel,DiscontinuedProduct,SupplierCompanyName,SupplierContactName,SupplierContactTitle,SupplierAddress,SupplierCity,SupplierRegion,supplierpostalcode,SupplierCountry,SupplierPhone,SupplierPhone2,SupplierHomePage,CategoryName,CategoryDescription,CategoryPicture
1998-01-27,1998-02-24,1998-02-05,100.22,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,31,100,0.15,United Package,(503) 555-3199,Ikura,12 - 200 ml jars,31,31,0,0,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Seafood,Seaweed and fish,""
1998-01-27,1998-02-24,1998-02-05,100.22,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,6,65,0.15,United Package,(503) 555-3199,Konbu,2 kg box,6,24,0,5,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Seafood,Seaweed and fish,""
1998-01-27,1998-02-24,1998-02-04,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,17.45,50,0,Speedy Express,(503) 555-9831,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Confections,"Desserts, candies, and sweet breads",""
1998-01-27,1998-02-24,1998-02-04,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,12.5,14,0,Speedy Express,(503) 555-9831,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1998-01-27,1998-02-24,1998-02-04,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,38,24,0,Speedy Express,(503) 555-9831,Gnocchi di nonna Alice,24 - 250 g pkgs.,38,21,10,30,0,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1998-01-27,1998-02-24,1998-02-04,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,21.05,15,0.15,Speedy Express,(503) 555-9831,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,76,0,0,0,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,,#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1998-01-28,1998-02-25,1998-02-10,58.43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,19,20,0,United Package,(503) 555-3199,Chang,24 - 12 oz bottles,19,17,40,25,1,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-01-28,1998-02-25,1998-02-10,58.43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,14,20,0,United Package,(503) 555-3199,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14,26,0,0,1,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1998-01-28,1998-02-25,1998-02-06,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,10,30,0,United Package,(503) 555-3199,Aniseed Syrup,12 - 550 ml bottles,10,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1998-01-28,1998-02-25,1998-02-06,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,31.23,35,0.25,United Package,(503) 555-3199,Gumbär Gummibärchen,100 - 250 g bags,31.23,15,0,0,0,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager,Tiergartenstraße 5,Berlin,,10785,Germany,(010) 9984510,,,Confections,"Desserts, candies, and sweet breads",""
1998-01-28,1998-02-25,1998-02-06,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,123.79,10,0.25,United Package,(503) 555-3199,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,0,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Meat/Poultry,Prepared meats,""
1998-01-29,1998-02-26,1998-02-03,52.51,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,30,5,0,Speedy Express,(503) 555-9831,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30,15,0,10,0,Grandma Kelly's Homestead,Regina Murphy,Sales Representative,707 Oxford Rd.,Ann Arbor,MI,48104,USA,(313) 555-5735,(313) 555-3349,,Produce,Dried fruit and bean curd,""
1998-01-29,1998-02-26,1998-02-03,52.51,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,43.9,10,0,Speedy Express,(503) 555-9831,Schoggi Schokolade,100 - 100 g pieces,43.9,49,0,30,0,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager,Tiergartenstraße 5,Berlin,,10785,Germany,(010) 9984510,,,Confections,"Desserts, candies, and sweet breads",""
1998-01-29,1998-02-26,1998-02-03,52.51,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,15,4,0,Speedy Express,(503) 555-9831,Outback Lager,24 - 355 ml bottles,15,15,10,30,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-01-29,1998-02-26,1998-02-02,76.1,Frankenversand,Berliner Platz 43,München,,80805,Germany,4.5,40,0.25,United Package,(503) 555-3199,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-01-29,1998-02-26,1998-02-02,76.1,Frankenversand,Berliner Platz 43,München,,80805,Germany,7.45,35,0.25,United Package,(503) 555-3199,Tourtière,16 pies,7.45,21,0,10,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1998-01-29,1998-02-26,1998-02-02,76.1,Frankenversand,Berliner Platz 43,München,,80805,Germany,33.25,30,0.25,United Package,(503) 555-3199,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,22,80,30,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1998-01-29,1998-02-26,1998-02-04,19.26,France restauration,"54, rue Royale",Nantes,,44000,France,53,3,0,Federal Shipping,(503) 555-9931,Manjimup Dried Apples,50 - 300 g pkgs.,53,20,0,10,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Produce,Dried fruit and bean curd,""
1998-01-29,1998-02-26,1998-02-04,19.26,France restauration,"54, rue Royale",Nantes,,44000,France,18,20,0,Federal Shipping,(503) 555-9931,Lakkalikööri,500 ml,18,57,0,20,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-01-30,1998-02-27,1998-02-17,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,39,42,0,United Package,(503) 555-3199,Alice Mutton,20 - 1 kg tins,39,0,0,0,1,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Meat/Poultry,Prepared meats,""
1998-01-30,1998-02-27,1998-02-17,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,62.5,20,0,United Package,(503) 555-3199,Carnarvon Tigers,16 kg pkg.,62.5,42,0,0,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Seafood,Seaweed and fish,""
1998-01-30,1998-02-27,1998-02-17,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,10,40,0,United Package,(503) 555-3199,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,3,40,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1998-01-30,1998-02-27,1998-02-17,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,2.5,35,0,United Package,(503) 555-3199,Geitost,500 g,2.5,112,0,20,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1998-01-30,1998-02-27,1998-02-17,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,49.3,3,0,United Package,(503) 555-3199,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1998-01-30,1998-03-13,1998-02-02,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,21,25,0,United Package,(503) 555-3199,Queso Cabrales,1 kg pkg.,21,22,30,30,0,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,Dairy Products,Cheeses,""
1998-01-30,1998-03-13,1998-02-02,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,7,8,0,United Package,(503) 555-3199,Filo Mix,16 - 2 kg boxes,7,38,0,25,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1998-02-02,1998-03-02,1998-02-17,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,18,20,0.15,United Package,(503) 555-3199,Chai,10 boxes x 30 bags,18,39,0,10,1,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-02,1998-03-02,1998-02-17,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,13.25,12,0.15,United Package,(503) 555-3199,Escargots de Bourgogne,24 pieces,13.25,62,0,20,0,Escargots Nouveaux,Marie Delamare,Sales Manager,"22, rue H. Voiron",Montceau,,71300,France,85.57.00.07,,,Seafood,Seaweed and fish,""
1998-02-02,1998-03-02,1998-02-09,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,18,4,0,United Package,(503) 555-3199,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-02,1998-03-02,1998-02-09,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,14,15,0,United Package,(503) 555-3199,Laughing Lumberjack Lager,24 - 12 oz bottles,14,52,0,10,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-02,1998-02-16,1998-02-12,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,263.5,60,0.05,Speedy Express,(503) 555-9831,Côte de Blaye,12 - 75 cl bottles,263.5,17,0,15,0,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager,"203, Rue des Francs-Bourgeois",Paris,,75004,France,(1) 03.83.00.68,(1) 03.83.00.62,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-02,1998-02-16,1998-02-12,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,18,80,0.05,Speedy Express,(503) 555-9831,Chartreuse verte,750 cc per bottle,18,69,0,5,0,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager,"203, Rue des Francs-Bourgeois",Paris,,75004,France,(1) 03.83.00.68,(1) 03.83.00.62,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-03,1998-03-03,1998-02-12,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,19,21,0.25,Speedy Express,(503) 555-9831,Chang,24 - 12 oz bottles,19,17,40,25,1,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-03,1998-03-03,1998-02-12,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,4.5,6,0.25,Speedy Express,(503) 555-9831,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-03,1998-03-03,1998-02-12,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,25.89,40,0.25,Speedy Express,(503) 555-9831,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,10,0,15,0,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Coordinator Foreign Markets,Frahmredder 112a,Cuxhaven,,27478,Germany,(04721) 8713,(04721) 8714,,Seafood,Seaweed and fish,""
1998-02-03,1998-03-17,1998-02-11,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,32.8,3,0,Speedy Express,(503) 555-9831,Perth Pasties,48 pieces,32.8,0,0,0,1,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Meat/Poultry,Prepared meats,""
1998-02-04,1998-03-04,1998-02-23,191.27,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,31.23,20,0,United Package,(503) 555-3199,Gumbär Gummibärchen,100 - 250 g bags,31.23,15,0,0,0,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager,Tiergartenstraße 5,Berlin,,10785,Germany,(010) 9984510,,,Confections,"Desserts, candies, and sweet breads",""
1998-02-04,1998-03-04,1998-02-23,191.27,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,18,30,0,United Package,(503) 555-3199,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-04,1998-03-04,1998-02-23,191.27,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,20,42,0.1,United Package,(503) 555-3199,Maxilaku,24 - 50 g pkgs.,20,10,60,15,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Confections,"Desserts, candies, and sweet breads",""
1998-02-04,1998-03-04,1998-02-09,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,18,40,0,Speedy Express,(503) 555-9831,Chai,10 boxes x 30 bags,18,39,0,10,1,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-04,1998-03-04,1998-02-09,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,21,10,0,Speedy Express,(503) 555-9831,Queso Cabrales,1 kg pkg.,21,22,30,30,0,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,Dairy Products,Cheeses,""
1998-02-04,1998-03-04,1998-02-09,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,9,50,0,Speedy Express,(503) 555-9831,Tunnbröd,12 - 250 g pkgs.,9,61,0,25,0,PB Knäckebröd AB,Lars Peterson,Sales Agent,Kaloadagatan 13,Göteborg,,S-345 67,Sweden,031-987 65 43,031-987 65 91,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1998-02-04,1998-03-04,1998-02-09,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,12.5,20,0,Speedy Express,(503) 555-9831,Scottish Longbreads,10 boxes x 8 pieces,12.5,6,10,15,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1998-02-04,1998-03-04,1998-02-13,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,18,3,0,Federal Shipping,(503) 555-9931,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1998-02-04,1998-03-04,1998-02-13,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,53,2,0,Federal Shipping,(503) 555-9931,Manjimup Dried Apples,50 - 300 g pkgs.,53,20,0,10,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Produce,Dried fruit and bean curd,""
1998-02-05,1998-03-05,1998-02-10,112.27,Bon app',"12, rue des Bouchers",Marseille,,13008,France,25,50,0.05,United Package,(503) 555-3199,Grandma's Boysenberry Spread,12 - 8 oz jars,25,120,0,25,0,Grandma Kelly's Homestead,Regina Murphy,Sales Representative,707 Oxford Rd.,Ann Arbor,MI,48104,USA,(313) 555-5735,(313) 555-3349,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1998-02-05,1998-03-05,1998-02-10,112.27,Bon app',"12, rue des Bouchers",Marseille,,13008,France,17.45,12,0.05,United Package,(503) 555-3199,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Confections,"Desserts, candies, and sweet breads",""
1998-02-05,1998-03-05,1998-02-10,112.27,Bon app',"12, rue des Bouchers",Marseille,,13008,France,39,16,0.05,United Package,(503) 555-3199,Alice Mutton,20 - 1 kg tins,39,0,0,0,1,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Meat/Poultry,Prepared meats,""
1998-02-05,1998-03-05,1998-02-09,175.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,24,10,0.05,United Package,(503) 555-3199,Pâté chinois,24 boxes x 2 pies,24,115,0,20,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1998-02-05,1998-03-05,1998-02-09,175.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,49.3,20,0.05,United Package,(503) 555-3199,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1998-02-05,1998-03-05,1998-02-09,175.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,33.25,15,0.05,United Package,(503) 555-3199,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,22,80,30,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1998-02-05,1998-03-05,1998-02-09,175.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,21.05,21,0.05,United Package,(503) 555-3199,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,76,0,0,0,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,,#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1998-02-06,1998-03-06,1998-02-09,0.82,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,10,20,0,Speedy Express,(503) 555-9831,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,3,40,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1998-02-06,1998-03-06,1998-02-09,0.82,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,45.6,3,0,Speedy Express,(503) 555-9831,Rössle Sauerkraut,25 - 825 g cans,45.6,26,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Produce,Dried fruit and bean curd,""
1998-02-06,1998-03-06,1998-02-11,19.58,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,31,10,0,United Package,(503) 555-3199,Ikura,12 - 200 ml jars,31,31,0,0,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Seafood,Seaweed and fish,""
1998-02-06,1998-03-06,1998-03-03,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,9.2,25,0,United Package,(503) 555-3199,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,25,0,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1998-02-06,1998-03-06,1998-03-03,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,9.5,21,0.1,United Package,(503) 555-3199,Zaanse koeken,10 - 4 oz boxes,9.5,36,0,0,0,Zaanse Snoepfabriek,Dirk Luchte,Accounting Manager,Verkoop Rijnweg 22,Zaandam,,9999 ZZ,Netherlands,(12345) 1212,(12345) 1210,,Confections,"Desserts, candies, and sweet breads",""
1998-02-06,1998-03-06,1998-03-03,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,20,15,0,United Package,(503) 555-3199,Maxilaku,24 - 50 g pkgs.,20,10,60,15,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Confections,"Desserts, candies, and sweet breads",""
1998-02-09,1998-03-09,1998-02-12,60.42,Bon app',"12, rue des Bouchers",Marseille,,13008,France,12,21,0,Federal Shipping,(503) 555-9931,Spegesild,4 - 450 g glasses,12,95,0,0,0,Lyngbysild,Niels Petersen,Sales Manager,Lyngbysild Fiskebakken 10,Lyngby,,2800,Denmark,43844108,43844115,,Seafood,Seaweed and fish,""
1998-02-09,1998-03-09,1998-02-12,60.42,Bon app',"12, rue des Bouchers",Marseille,,13008,France,33.25,20,0,Federal Shipping,(503) 555-9931,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,22,80,30,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1998-02-09,1998-03-09,1998-02-19,38.06,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,17.45,30,0.25,Speedy Express,(503) 555-9831,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Confections,"Desserts, candies, and sweet breads",""
1998-02-09,1998-03-09,1998-02-19,38.06,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,62.5,25,0,Speedy Express,(503) 555-9831,Carnarvon Tigers,16 kg pkg.,62.5,42,0,0,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Seafood,Seaweed and fish,""
